Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R009626,"Education: Bachelor's in IT Experience: 4 years Skills: Routing, Security, Perl, Configuration, Cisco, Decision Making, Networking, TCP/IP",Bachelor's in IT,4,Routing|Security|Perl|Configuration|Cisco|Decision Making|Networking|TCP/IP,Network Engineer,Technology,education bachelor s in it experience 4 years skills routing security perl configuration cisco decision making networking tcp ip,"['routing', 'security', 'perl', 'configuration', 'cisco', 'decision making', 'networking', 'tcp/ip']"
R009627,"Education: Networking Certification Experience: 5 years Skills: TCP/IP, Routing, Networking, MySQL, App Testing, Ansible, Scrum, Market Research",Networking Certification,5,TCP/IP|Routing|Networking|MySQL|App Testing|Ansible|Scrum|Market Research|Cisco|Security|Configuration,Network Engineer,Technology,education networking certification experience 5 years skills tcp ip routing networking mysql app testing ansible scrum market research,"['tcp/ip', 'routing', 'networking', 'mysql', 'app testing', 'ansible', 'scrum', 'market research', 'cisco', 'security', 'configuration']"
R009628,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Creativity, Microservices, API Development, Docker, Firewalls, Problem Solving, SQL, Concurrency",Bachelor's in Computer Science,1,Creativity|Microservices|API Development|Docker|Firewalls|Problem Solving|SQL|Concurrency|Go,Go Developer,Technology,education bachelor s in computer science experience 1 years skills creativity microservices api development docker firewalls problem solving sql concurrency,"['creativity', 'microservices', 'api development', 'docker', 'firewalls', 'problem solving', 'sql', 'concurrency', 'go']"
R009629,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Data Structures, Pub/Sub, Redis, SQL, Caching, AWS, Performance Optimization, Scalability",Bachelor's in Computer Science,2,Data Structures|Pub/Sub|Redis|SQL|Caching|AWS|Performance Optimization|Scalability,Redis Developer,Technology,education bachelor s in computer science experience 2 years skills data structures pub sub redis sql caching aws performance optimization scalability,"['data structures', 'pub/sub', 'redis', 'sql', 'caching', 'aws', 'performance optimization', 'scalability']"
R009630,"Education: Master's or PhD in subject area Experience: 2 years Skills: Subject Matter Expertise, Docker, Research, Mentoring, Marketing, Teaching, Publication, iOS",Master's or PhD in subject area,2,Subject Matter Expertise|Docker|Research|Mentoring|Marketing|Teaching|Publication|iOS|Communication,College Professor,Education & Training,education master s or phd in subject area experience 2 years skills subject matter expertise docker research mentoring marketing teaching publication ios,"['subject matter expertise', 'docker', 'research', 'mentoring', 'marketing', 'teaching', 'publication', 'ios', 'communication']"
R009631,"Education: MBA Experience: 7 years Skills: Documentation, Mobile Security, Vision, Decision Making, Business Development, Strategic Leadership, Docker, Department Management",MBA,7,Documentation|Mobile Security|Vision|Decision Making|Business Development|Strategic Leadership|Docker|Department Management|Communication,Vice President,Private Sector Management,education mba experience 7 years skills documentation mobile security vision decision making business development strategic leadership docker department management,"['documentation', 'mobile security', 'vision', 'decision making', 'business development', 'strategic leadership', 'docker', 'department management', 'communication']"
R009632,"Education: Coaching Certification Experience: 3 years Skills: Communication, Motivation, Leadership, Coaching, Documentation, Adobe Creative Suite, Training Program Design, Athletic Knowledge",Coaching Certification,3,Communication|Motivation|Leadership|Coaching|Documentation|Adobe Creative Suite|Training Program Design|Athletic Knowledge,Coach,Sports & Recreation,education coaching certification experience 3 years skills communication motivation leadership coaching documentation adobe creative suite training program design athletic knowledge,"['communication', 'motivation', 'leadership', 'coaching', 'documentation', 'adobe creative suite', 'training program design', 'athletic knowledge']"
R009633,"Education: RN License Experience: 0 years Skills: Medical Knowledge, Tableau, Patient Care, Communication, Security Architecture, Critical Thinking, Attention to Detail, Compassion",RN License,0,Medical Knowledge|Tableau|Patient Care|Communication|Security Architecture|Critical Thinking|Attention to Detail|Compassion,Nurse,Healthcare,education rn license experience 0 years skills medical knowledge tableau patient care communication security architecture critical thinking attention to detail compassion,"['medical knowledge', 'tableau', 'patient care', 'communication', 'security architecture', 'critical thinking', 'attention to detail', 'compassion']"
R009634,"Education: Master's in Conservation Experience: 4 years Skills: Problem Solving, Research, Python, C++, Mobile UI/UX, Technical Skills, Restoration, Precision",Master's in Conservation,4,Problem Solving|Research|Python|C++|Mobile UI/UX|Technical Skills|Restoration|Precision|Conservation,Conservator,Arts & Culture,education master s in conservation experience 4 years skills problem solving research python c mobile ui ux technical skills restoration precision,"['problem solving', 'research', 'python', 'c++', 'mobile ui/ux', 'technical skills', 'restoration', 'precision', 'conservation']"
R009635,"Education: Master's in Architecture Experience: 4 years Skills: Building Codes, Creativity, Deep Learning, HTML, Technical Knowledge, CAD, Perl, Client Communication",Master's in Architecture,4,Building Codes|Creativity|Deep Learning|HTML|Technical Knowledge|CAD|Perl|Client Communication|Architectural Design|Decision Making,Architect,Construction & Real Estate,education master s in architecture experience 4 years skills building codes creativity deep learning html technical knowledge cad perl client communication,"['building codes', 'creativity', 'deep learning', 'html', 'technical knowledge', 'cad', 'perl', 'client communication', 'architectural design', 'decision making']"
R009636,"Education: Bachelor's in Meteorology Experience: 0 years Skills: Prototyping, Meteorology, Data Analysis, Communication, Weather Analysis, Time Management, Problem Solving, Research",Bachelor's in Meteorology,0,Prototyping|Meteorology|Data Analysis|Communication|Weather Analysis|Time Management|Problem Solving|Research|Firewalls|User Interface|Redis,Meteorologist,Science & Research,education bachelor s in meteorology experience 0 years skills prototyping meteorology data analysis communication weather analysis time management problem solving research,"['prototyping', 'meteorology', 'data analysis', 'communication', 'weather analysis', 'time management', 'problem solving', 'research', 'firewalls', 'user interface', 'redis']"
R009637,"Education: High School Experience: 2 years Skills: Attention to Detail, Java, Shell Scripting, Communication, Budget Management, Equipment Operation, Precision, Database Design",High School,2,Attention to Detail|Java|Shell Scripting|Communication|Budget Management|Equipment Operation|Precision|Database Design|Problem Solving|Safety,Heavy Equipment Operator,Skilled Trades,education high school experience 2 years skills attention to detail java shell scripting communication budget management equipment operation precision database design,"['attention to detail', 'java', 'shell scripting', 'communication', 'budget management', 'equipment operation', 'precision', 'database design', 'problem solving', 'safety']"
R009638,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Kubernetes, CI/CD, Flask, Redis, Linux, AWS, Docker, User Interface",Bachelor's in Computer Science,2,Kubernetes|CI/CD|Flask|Redis|Linux|AWS|Docker|User Interface|Machine Learning|Scripting,DevOps Engineer,Technology,education bachelor s in computer science experience 2 years skills kubernetes ci cd flask redis linux aws docker user interface,"['kubernetes', 'ci/cd', 'flask', 'redis', 'linux', 'aws', 'docker', 'user interface', 'machine learning', 'scripting']"
R009639,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Functional Programming, LispyScript, Concurrency, Risk Assessment, Clojure, Communication, Problem Solving, Java Interop",Bachelor's in Computer Science,2,Functional Programming|LispyScript|Concurrency|Risk Assessment|Clojure|Communication|Problem Solving|Java Interop,Clojure Developer,Technology,education bachelor s in computer science experience 2 years skills functional programming lispyscript concurrency risk assessment clojure communication problem solving java interop,"['functional programming', 'lispyscript', 'concurrency', 'risk assessment', 'clojure', 'communication', 'problem solving', 'java interop']"
R009640,"Education: Bachelor's in IT Experience: 2 years Skills: SQL, Excel, Flutter, Power BI, Dashboard Development, Python, DAX, Data Visualization",Bachelor's in IT,2,SQL|Excel|Flutter|Power BI|Dashboard Development|Python|DAX|Data Visualization,Power BI Developer,Data & Analytics,education bachelor s in it experience 2 years skills sql excel flutter power bi dashboard development python dax data visualization,"['sql', 'excel', 'flutter', 'power bi', 'dashboard development', 'python', 'dax', 'data visualization']"
R009641,"Education: Bachelor's in Computer Science Experience: 3 years Skills: TensorFlow, C#, Process Improvement, Excel, SQL, Documentation, Requirements Gathering, Stakeholder Communication",Bachelor's in Computer Science,3,TensorFlow|C#|Process Improvement|Excel|SQL|Documentation|Requirements Gathering|Stakeholder Communication,Business Analyst,Data & Analytics,education bachelor s in computer science experience 3 years skills tensorflow c process improvement excel sql documentation requirements gathering stakeholder communication,"['tensorflow', 'c#', 'process improvement', 'excel', 'sql', 'documentation', 'requirements gathering', 'stakeholder communication']"
